Date,Client/Category/Study,Hours,Percentage,Suggested Time Window
2025-01-24,Jazz - Study - Hawkmoon,0.28,4.82,09:34-09:51
2025-01-24,Total,5.91,100.00,09:34-15:29

2025-01-26,Neurvati - Study - Gemheart,0.99,43.12,22:30-23:29
2025-01-26,BHVN - Study - Ivanchuk,0.81,35.23,23:54-00:42
2025-01-26,BHVN - BD,0.25,10.92,17:30-17:45
2025-01-26,Axonis - BD,0.25,10.73,23:29-23:43
2025-01-26,Total,2.29,100.00,17:30-19:47

2025-01-27,IVS - Admin,3.22,58.16,09:59-13:12
2025-01-27,BHVN - Study - Ivanchuk,2.32,41.84,13:47-16:06
2025-01-27,Total,5.54,100.00,09:59-15:31

2025-01-28,BHVN - Study - Bronstein,5.00,40.61,10:00-15:00
2025-01-28,Jazz - Study - Hawkmoon,3.40,27.62,10:00-13:24
2025-01-28,BHVN - BD,1.28,10.42,20:28-21:45
2025-01-28,IVS - Admin,1.08,8.80,15:45-16:50
2025-01-28,BHVN - Study - Aronian,0.79,6.45,17:20-18:08
2025-01-28,Xenon - BD,0.75,6.09,15:00-15:45
2025-01-28,Total,12.31,100.00,10:00-22:18

2025-01-29,Axonis - Study - Coinshot,4.02,59.23,14:15-18:16
2025-01-29,Jazz - Study - Hawkmoon,2.27,33.40,07:30-09:46
2025-01-29,IVS - Admin,0.50,7.37,07:30-08:00
2025-01-29,Total,6.79,100.00,07:30-14:17

2025-01-30,Axonis - Study - Elantris,3.67,42.15,11:00-14:40
2025-01-30,Axonis - Study - Coinshot,2.70,31.02,16:15-18:56
2025-01-30,IVS - Admin,1.08,12.45,09:55-11:00
2025-01-30,BHVN - BD,0.50,5.75,15:00-15:30
2025-01-30,IVS - Scientific,0.50,5.75,15:45-16:15
2025-01-30,Axonis - BD,0.25,2.87,15:30-15:45
2025-01-30,Total,8.70,100.00,09:55-18:36

2025-01-31,IVS - Scientific,2.75,42.31,09:15-12:00
2025-01-31,Neurvati - Study - Gemheart,2.50,38.46,11:30-14:00
2025-01-31,Xenon - BD,1.25,19.23,15:00-16:15
2025-01-31,Total,6.50,100.00,09:15-15:45

